lastUpdateId,bids_PRICE,bids_QTY,asks_PRICE,asks_QTY
734878700,0.00186940,943.68000000,0.00186950,702.36000000
734878700,0.00186910,21.40000000,0.00186960,8.98000000
734878700,0.00186900,77.57000000,0.00186970,3.57000000
734878700,0.00186880,1.58000000,0.00186980,1.40000000
734878700,0.00186760,5.45000000,0.00186990,105.08000000
734878700,0.00186750,190.50000000,0.00187000,3016.88000000
734878700,0.00186740,181.11000000,0.00187020,67.63000000
734878700,0.00186720,100.00000000,0.00187030,107.45000000
734878700,0.00186700,187.15000000,0.00187040,160.64000000
734878700,0.00186690,9.83000000,0.00187050,71.25000000
734878700,0.00186650,50.95000000,0.00187060,727.90000000
734878700,0.00186640,128.58000000,0.00187070,122.28000000
734878700,0.00186600,213.05000000,0.00187080,6.41000000
734878700,0.00186590,485.20000000,0.00187090,33.18000000
734878700,0.00186580,687.20000000,0.00187100,3117.15000000
734878700,0.00186570,20.18000000,0.00187110,0.78000000
734878700,0.00186560,47.08000000,0.00187120,0.37000000
734878700,0.00186520,53.51000000,0.00187130,218.40000000
734878700,0.00186490,162.75000000,0.00187140,133.00000000
734878700,0.00186460,672.97000000,0.00187150,117.13000000
734878700,0.00186420,26.75000000,0.00187160,16.20000000
734878700,0.00186390,2.50000000,0.00187170,66.48000000
734878700,0.00186360,122.28000000,0.00187180,120.68000000
734878700,0.00186340,844.09000000,0.00187190,120.91000000
734878700,0.00186330,93.46000000,0.00187200,6230.64000000
734878700,0.00186300,343.58000000,0.00187210,67.06000000
734878700,0.00186280,30.68000000,0.00187220,0.99000000
734878700,0.00186270,49.81000000,0.00187230,509.08000000
734878700,0.00186260,1765.09000000,0.00187240,60.27000000
734878700,0.00186250,748.42000000,0.00187250,347.49000000
734878700,0.00186240,10.21000000,0.00187270,15.82000000
734878700,0.00186210,0.20000000,0.00187280,5.96000000
734878700,0.00186200,3.00000000,0.00187290,3.53000000
734878700,0.00186190,1.83000000,0.00187300,3005.53000000
734878700,0.00186170,1.58000000,0.00187310,1.30000000
734878700,0.00186160,401.25000000,0.00187320,1.61000000
734878700,0.00186130,8.46000000,0.00187330,24.44000000
734878700,0.00186120,14.42000000,0.00187340,11.80000000
734878700,0.00186110,4.18000000,0.00187360,0.07000000
734878700,0.00186100,3.50000000,0.00187370,690.58000000
734878700,0.00186080,1.39000000,0.00187390,2.02000000
734878700,0.00186060,0.21000000,0.00187400,18.73000000
734878700,0.00186050,1.48000000,0.00187410,1.78000000
734878700,0.00186030,2.80000000,0.00187420,0.26000000
734878700,0.00186020,2.95000000,0.00187430,1.82000000
734878700,0.00186010,0.41000000,0.00187440,2.00000000
734878700,0.00186000,148.72000000,0.00187450,0.33000000
734878700,0.00185990,0.83000000,0.00187460,32.17000000
734878700,0.00185980,3.83000000,0.00187470,0.74000000
734878700,0.00185950,4.38000000,0.00187480,13.15000000
734878700,0.00185940,0.38000000,0.00187490,3.63000000
734878700,0.00185930,5.59000000,0.00187500,8.82000000
734878700,0.00185920,227.92000000,0.00187510,2.38000000
734878700,0.00185910,0.11000000,0.00187520,0.26000000
734878700,0.00185900,3.17000000,0.00187530,1.72000000
734878700,0.00185890,3.21000000,0.00187540,8.23000000
734878700,0.00185880,0.72000000,0.00187550,3899.17000000
734878700,0.00185870,1.07000000,0.00187560,2.20000000
734878700,0.00185860,160.82000000,0.00187570,2.94000000
734878700,0.00185850,0.46000000,0.00187580,6.43000000
734878700,0.00185840,5.01000000,0.00187590,1.05000000
734878700,0.00185830,0.16000000,0.00187600,18.91000000
734878700,0.00185820,0.60000000,0.00187610,1.92000000
734878700,0.00185810,5.36000000,0.00187620,0.54000000
734878700,0.00185800,224.85000000,0.00187630,14.41000000
734878700,0.00185790,1.42000000,0.00187640,2.77000000
734878700,0.00185780,0.47000000,0.00187650,6.61000000
734878700,0.00185770,34.41000000,0.00187660,6.58000000
734878700,0.00185760,1.13000000,0.00187670,1.78000000
734878700,0.00185750,0.39000000,0.00187680,15.64000000
734878700,0.00185740,30.03000000,0.00187690,13.20000000
734878700,0.00185730,0.89000000,0.00187700,4.66000000
734878700,0.00185720,1.30000000,0.00187710,1.71000000
734878700,0.00185710,14.40000000,0.00187720,4.28000000
734878700,0.00185700,14.57000000,0.00187730,3.72000000
734878700,0.00185690,3.56000000,0.00187740,15.05000000
734878700,0.00185680,2.06000000,0.00187750,2.07000000
734878700,0.00185670,1.36000000,0.00187760,3.93000000
734878700,0.00185660,0.68000000,0.00187770,14.63000000
734878700,0.00185650,47.74000000,0.00187780,2.93000000
734878700,0.00185640,10.74000000,0.00187790,58.88000000
734878700,0.00185630,1.45000000,0.00187800,9.67000000
734878700,0.00185620,388.09000000,0.00187810,44.19000000
734878700,0.00185610,427.90000000,0.00187820,3.12000000
734878700,0.00185600,106.17000000,0.00187830,0.43000000
734878700,0.00185590,4.02000000,0.00187840,6.50000000
734878700,0.00185580,9.88000000,0.00187850,8.13000000
734878700,0.00185570,0.18000000,0.00187860,14.21000000
734878700,0.00185560,4.51000000,0.00187870,5.63000000
734878700,0.00185550,187.33000000,0.00187880,6.07000000
734878700,0.00185540,0.18000000,0.00187890,0.69000000
734878700,0.00185530,0.15000000,0.00187900,12.17000000
734878700,0.00185520,18.25000000,0.00187910,2.74000000
734878700,0.00185510,41.26000000,0.00187920,0.33000000
734878700,0.00185500,169.65000000,0.00187930,6.82000000
734878700,0.00185490,28.34000000,0.00187940,27.41000000
734878700,0.00185480,0.60000000,0.00187950,84.05000000
734878700,0.00185470,3.78000000,0.00187960,0.36000000
734878700,0.00185460,5.90000000,0.00187970,0.46000000
734878700,0.00185450,25.55000000,0.00187980,1.35000000
