BestPriceMatch,Time,Id,FirstId,LastId,BuyerMaker,Price,Quantity
True,2020-07-18 03:00:12.889,163459089,182262157,182262157,False,0.02548600,0.00700000
True,2020-07-18 03:00:13.565,163459090,182262158,182262158,True,0.02548300,5.95900000
True,2020-07-18 03:00:15.773,163459091,182262159,182262159,False,0.02548200,10.10300000
True,2020-07-18 03:00:16.350,163459092,182262160,182262160,False,0.02548300,0.09000000
True,2020-07-18 03:00:16.546,163459093,182262161,182262163,True,0.02548000,2.03600000
True,2020-07-18 03:00:17.331,163459094,182262164,182262164,True,0.02548000,1.38300000
True,2020-07-18 03:00:17.862,163459095,182262165,182262165,True,0.02548000,0.46300000
True,2020-07-18 03:00:18.098,163459096,182262166,182262166,True,0.02548000,0.39300000
True,2020-07-18 03:00:18.213,163459097,182262167,182262167,True,0.02548000,0.19600000
True,2020-07-18 03:00:18.321,163459098,182262168,182262168,True,0.02548000,0.06900000
True,2020-07-18 03:00:18.414,163459099,182262169,182262169,True,0.02548000,0.50600000
True,2020-07-18 03:00:21.688,163459100,182262170,182262170,True,0.02548000,0.49400000
True,2020-07-18 03:00:21.899,163459101,182262171,182262171,True,0.02548000,0.48500000
True,2020-07-18 03:00:22.743,163459102,182262172,182262172,True,0.02548000,0.14100000
True,2020-07-18 03:00:22.833,163459103,182262173,182262173,True,0.02548000,0.33300000
True,2020-07-18 03:00:23.062,163459104,182262174,182262174,True,0.02548000,1.06000000
True,2020-07-18 03:00:23.163,163459105,182262175,182262175,True,0.02548000,0.94000000
True,2020-07-18 03:00:23.372,163459106,182262176,182262176,True,0.02548000,0.12000000
True,2020-07-18 03:00:23.474,163459107,182262177,182262178,False,0.02548100,0.60700000
True,2020-07-18 03:00:23.489,163459108,182262179,182262179,True,0.02548000,1.59600000
True,2020-07-18 03:00:23.578,163459109,182262180,182262180,True,0.02548000,1.06100000
True,2020-07-18 03:00:23.585,163459110,182262181,182262181,True,0.02548000,0.52900000
True,2020-07-18 03:00:23.678,163459111,182262182,182262182,True,0.02548000,0.40900000
