OpenTime,Open,High,Low,Close,Volume,CloseTime,QuoteVolume,NumberTrades,BaseVolumne,QuoteVolumne,Ignored
2020-07-17 03:39:00,0.00188280,0.00188390,0.00188220,0.00188340,288.34000000,2020-07-17 03:39:59.999,0.54297248,16,190.02000000,0.35785878,0
2020-07-17 03:40:00,0.00188330,0.00188370,0.00188230,0.00188330,372.31000000,2020-07-17 03:40:59.999,0.70117428,19,282.14000000,0.53139328,0
2020-07-17 03:41:00,0.00188340,0.00188370,0.00188220,0.00188230,511.75000000,2020-07-17 03:41:59.999,0.96349349,17,342.20000000,0.64433096,0
2020-07-17 03:42:00,0.00188230,0.00188360,0.00188230,0.00188360,473.95000000,2020-07-17 03:42:59.999,0.89243223,12,403.86000000,0.76044546,0
2020-07-17 03:43:00,0.00188280,0.00188380,0.00188280,0.00188380,269.76000000,2020-07-17 03:43:59.999,0.50812428,10,214.97000000,0.40492265,0
2020-07-17 03:44:00,0.00188380,0.00188380,0.00188230,0.00188300,190.97000000,2020-07-17 03:44:59.999,0.35962537,27,75.25000000,0.14170566,0
2020-07-17 03:45:00,0.00188250,0.00188280,0.00188230,0.00188230,217.93000000,2020-07-17 03:45:59.999,0.41023917,14,110.82000000,0.20861977,0
2020-07-17 03:46:00,0.00188270,0.00188350,0.00188220,0.00188250,338.82000000,2020-07-17 03:46:59.999,0.63786344,18,267.98000000,0.50451660,0
2020-07-17 03:47:00,0.00188260,0.00188270,0.00188220,0.00188230,425.16000000,2020-07-17 03:47:59.999,0.80025436,12,64.28000000,0.12099438,0
2020-07-17 03:48:00,0.00188230,0.00188260,0.00187910,0.00187910,2398.66000000,2020-07-17 03:48:59.999,4.51386631,106,250.27000000,0.47075854,0
2020-07-17 03:49:00,0.00187890,0.00187910,0.00187700,0.00187800,1247.84000000,2020-07-17 03:49:59.999,2.34295132,131,456.31000000,0.85684179,0
2020-07-17 03:50:00,0.00187810,0.00187880,0.00187710,0.00187710,293.21000000,2020-07-17 03:50:59.999,0.55064306,29,112.93000000,0.21215560,0
2020-07-17 03:51:00,0.00187720,0.00187720,0.00187570,0.00187630,456.04000000,2020-07-17 03:51:59.999,0.85589829,68,225.43000000,0.42311133,0
2020-07-17 03:52:00,0.00187630,0.00187820,0.00187500,0.00187710,820.79000000,2020-07-17 03:52:59.999,1.53982099,81,486.35000000,0.91239362,0
2020-07-17 03:53:00,0.00187720,0.00187740,0.00187680,0.00187680,338.73000000,2020-07-17 03:53:59.999,0.63581480,25,228.55000000,0.42898878,0
2020-07-17 03:54:00,0.00187690,0.00187900,0.00187650,0.00187830,629.94000000,2020-07-17 03:54:59.999,1.18338174,82,619.92000000,1.16456981,0
2020-07-17 03:55:00,0.00187830,0.00187860,0.00187780,0.00187850,297.96000000,2020-07-17 03:55:59.999,0.55966747,15,214.99000000,0.40382762,0
2020-07-17 03:56:00,0.00187860,0.00187890,0.00187750,0.00187800,335.63000000,2020-07-17 03:56:59.999,0.63035551,32,200.29000000,0.37621111,0
2020-07-17 03:57:00,0.00187800,0.00188010,0.00187750,0.00187880,1121.02000000,2020-07-17 03:57:59.999,2.10579952,42,410.87000000,0.77201237,0
2020-07-17 03:58:00,0.00187850,0.00187910,0.00187580,0.00187660,660.40000000,2020-07-17 03:58:59.999,1.23955322,41,353.77000000,0.66381766,0
